User,Content,Comments,PostDate
유니맘,"1. 먼저 이 글의 제목을 변경 해 주세요 : 지역+회사명+보험설계사+닉네임
(예시) 수원 ㅇㅇ보험회사/ ㅇㅇGA 보험설계사 뽀빠이 가입인사 합니다.
2. 카페 활동 닉네임 (영어이신 분은 한글로 바꾸어주세요) : 유니맘
3. 소속 보험회사 : 신한라이프
4. 보험경력 : 신입
5. 보만세에서 얻고 싶은 것 : 시험자료
6. 자기소개(경력, 영업방법 등) : 이제 막 시작하는 신입입니다. 시험 자료및 영업방법 배우고자 가입했습니다.
7. 가입경로 [ 예) 검색(검색어 입력-보험설계사 등등), 소개, 기타 ] : 네이버 검색
●필독 - 회원등업
https://cafe.naver.com/gustn34264/16449
가입인사글1개+댓글20개 정회원 자동등업
★등업혜택 : 필수자료 150개★
https://cafe.naver.com/gustn34264/56557
● 카톡 채널을 ""추가""하시면
유용한 정보와 안내를 받아 보실 수 있습니다.
(카톡에서 '보만세'검색 또는
채널링크 접속 : http://pf.kakao.com/_rtxjyb )
● 위 질문 미 입력시 다시 신입회원으로 강등.
★이 달의 보험강의 모음★
https://cafe.naver.com/gustn34264/53907
📢보만세 광고안내
https://cafe.naver.com/gustn34264/16547
※※※ 신규 회원에게 불법으로 리크루팅 쪽지/메일을 보내는 분들이
있습니다. 불법광고로 입사한 회원들이 100% 피해를 보고 있습니다.
내용 캡쳐해서 제게 문자 주시면 조치하고 커피쿠폰 드리겠습니다.
운영자 조이파파 010-5582-7573※※※",[],2025-06-08 10:44
평택lol 남매맘,"※제목앞에 말머리를 꼭 달아주세요 (질문 / 고민 / 일상/ 영업일기)
전속 생보로 갈지
전속.손보로.갈지 고민중입니다
2년반전에 교보다니다가 해촉하고
지금 이직준비중에
삼성생명.유지율때문.거절났구
손보시험도봐야해서.담주결정할꺼예요
그리고.교보에.환수금200있는데
신용회복결정났어요 거기에.채권자목록에
보증보험이 있어요
교보에선 더이상 환수없다고.
수수료확인서 그거 서류받아놨구요
월요일에.담당자랑 통횐해서 이행완료확인서받음 처리해준다했어요
입사할때.1000만원이행보증발행한것중
200만원빼고.미등록채권 800있어서 삭제인가.해제처리해준다고.했는데
이거 처리됨 이행보증발행되겠죠
안되면.일해서.벌어서.갚아버리면되겠죠",[],2025-06-07 21:53
금융주치의 송닥터,"※제목앞에 말머리를 꼭 달아주세요 (질문 / 고민 / 일상/ 영업일기)
생명 보험쪽과 더불어, 손보를 교차판매하고 싶은데요..
절차나 어디가 좋은지 정보가 전혀없어서요...
선배님들 도와주세요~~~~
6월에 시험보고 바로 위촉 진행하고 싶습니다.~~~",[],2025-06-06 20:54
평택lol 남매맘,"※제목앞에 말머리를 꼭 달아주세요 (질문 / 고민 / 일상/ 영업일기)
타사근무하고.퇴사하면서.가족보험 싹 정리하고.나왔거든요
경력으로 입사할려고했더니.유지율때문에
미끄러졌어요
전속생보로 해야지할지
아님 손보시험보고 교차로.생보로갈지 고민이됩니다",[],2025-06-05 18:51
보만세스텝,"[단독]조직화된 설계사 대리시험…결국 보험협회가 고소, 73명 적발
보험설계사 자격 시험 희망자를 모은 뒤 이들을 대신해 현직 설계사에게 대리 시험을 치게 한 혐의로 법인보험대리점(GA·General Agency) 대표 등 보험업계 종사(희망)자 73명이 경찰에 적발됐다.
4일 경찰과 손해보험협회 등에 따르면 경기남부경찰청 반부패·경제범죄수사대는 자격시험 주체인 보험협회에 대한 업무방해, 주민등록증 등 공문서부정행사, 보험업법 위반 등 혐의로 업계 10위권 GA 대표 A씨 등 73명을 지난 4월 수원지검 안산지청에 불구속 송치했다. GA는 한 보험사에 속하지 않고 여러 보험사의 상품을 비교·분석해 판매하는 대리점을 의미한다.
A씨 등은 지난 2022년 4월부터 지난해 7월까지 생명보험협회와 손해보험협회가 주관하는 보험설계사 자격시험 응시자를 모으고 시험 합격 경험이 있는 현직 설계사들에게 대리시험을 보게 한 혐의를 받는다. 시험 응시료는 1회당 2만원인데, A씨 등은 대리시험을 쳐주면서 10만~15만원의 수수료를 받은 것으로 조사됐다.
출처 : 중앙일보
기사전문링크
https://www.joongang.co.kr/article/25341481",[],2025-06-05 09:33
진노Be전,"1. 먼저 이 글의 제목을 변경 해 주세요 : 지역+회사명+보험설계사+닉네임
(예시) 수원 ㅇㅇ보험회사/ ㅇㅇGA 보험설계사 뽀빠이 가입인사 합니다.
2. 카페 활동 닉네임 (영어이신 분은 한글로 바꾸어주세요) :
아... 가운데 be 바꿔야하나요...😢
3. 소속 보험회사 :
DB 손해보험
4. 보험경력 :
5월에 시험 패스하고 이제 1차월...입니다😑
5. 보만세에서 얻고 싶은 것 :
보험에 관련된 모든 것
(마음가짐, 공부할 것들, 알고 있어야할 것들 등등등)
6. 자기소개(경력, 영업방법 등) :
완전 쌩초보라 이렇다할 것이 아무것도 없습니다...
7. 가입경로 [ 예) 검색(검색어 입력-보험설계사 등등), 소개, 기타 ] :
보험 관련 도서 검색하다가 가입하게 되었습니다
●필독 - 회원등업
https://cafe.naver.com/gustn34264/16449
가입인사글1개+댓글20개 정회원 자동등업
★등업혜택 : 필수자료 150개★
https://cafe.naver.com/gustn34264/56557
● 카톡 채널을 ""추가""하시면
유용한 정보와 안내를 받아 보실 수 있습니다.
(카톡에서 '보만세'검색 또는
채널링크 접속 : http://pf.kakao.com/_rtxjyb )
● 위 질문 미 입력시 다시 신입회원으로 강등.
★이 달의 보험강의 모음★
https://cafe.naver.com/gustn34264/53907
📢보만세 광고안내
https://cafe.naver.com/gustn34264/16547
※※※ 신규 회원에게 불법으로 리크루팅 쪽지/메일을 보내는 분들이
있습니다. 불법광고로 입사한 회원들이 100% 피해를 보고 있습니다.
내용 캡쳐해서 제게 문자 주시면 조치하고 커피쿠폰 드리겠습니다.
운영자 조이파파 010-5582-7573※※※",[],2025-06-05 08:44
등등,"자기개발겸 투잡으로
공인중개사 자격증좀 도전해보려고하는데
변액VS공인중개사
난이도가 어느정도인지 궁굼합니다..",[],2025-06-05 08:44
드디어,"1. 먼저 이 글의 제목을 변경 해 주세요 : 아직 소속이 없어 임의작성함을 양해바랍니다
지역+회사명+보험설계사+닉네임
(예시) 수원 ㅇㅇ보험회사/ ㅇㅇGA 보험설계사 뽀빠이 가입인사 합니다.
2. 카페 활동 닉네임 (영어이신 분은 한글로 바꾸어주세요) :
드디어
3. 소속 보험회사 :
무소속(설계사 공부중)
4. 보험경력 :
무
5. 보만세에서 얻고 싶은 것 :
시험자료
6. 자기소개(경력, 영업방법 등) :
경력이 없어 배우려 가입합니다
7. 가입경로 [ 예) 검색(검색어 입력-보험설계사 등등), 소개, 기타 ] :
검색 .손해보험 시험자료
●필독 - 회원등업
https://cafe.naver.com/gustn34264/16449
가입인사글1개+댓글20개 정회원 자동등업
★등업혜택 : 필수자료 150개★
https://cafe.naver.com/gustn34264/56557
● 카톡 채널을 ""추가""하시면
유용한 정보와 안내를 받아 보실 수 있습니다.
(카톡에서 '보만세'검색 또는
채널링크 접속 : http://pf.kakao.com/_rtxjyb )
● 위 질문 미 입력시 다시 신입회원으로 강등.
★이 달의 보험강의 모음★
https://cafe.naver.com/gustn34264/53907
📢보만세 광고안내
https://cafe.naver.com/gustn34264/16547
※※※ 신규 회원에게 불법으로 리크루팅 쪽지/메일을 보내는 분들이
있습니다. 불법광고로 입사한 회원들이 100% 피해를 보고 있습니다.
내용 캡쳐해서 제게 문자 주시면 조치하고 커피쿠폰 드리겠습니다.
운영자 조이파파 010-5582-7573※※※",[],2025-06-05 01:08
홍자매네,"1. 먼저 이 글의 제목을 변경 해 주세요 : 지역+회사명+보험설계사+닉네임
(예시) 수원 ㅇㅇ보험회사/ ㅇㅇGA 보험설계사 뽀빠이 가입인사 합니다.
2. 카페 활동 닉네임 (영어이신 분은 한글로 바꾸어주세요) : 화야순
3. 소속 보험회사 : DB손해보험
4. 보험경력 : 초보(일주일)
5. 보만세에서 얻고 싶은 것 : 보험의정보와공부
6. 자기소개(경력, 영업방법 등) : 영업자체가 처음이지만 보만세에서 보험의지식과영업의방식을 잘 배워나갔으면좋겠습니다^^
7. 가입경로 [ 예) 검색(검색어 입력-보험설계사 등등), 소개, 기타 ] : 네이버
●필독 - 회원등업
https://cafe.naver.com/gustn34264/16449
가입인사글1개+댓글20개 정회원 자동등업
★등업혜택 : 필수자료 150개★
https://cafe.naver.com/gustn34264/56557
● 카톡 채널을 ""추가""하시면
유용한 정보와 안내를 받아 보실 수 있습니다.
(카톡에서 '보만세'검색 또는
채널링크 접속 : http://pf.kakao.com/_rtxjyb )
● 위 질문 미 입력시 다시 신입회원으로 강등.
★이 달의 보험강의 모음★
https://cafe.naver.com/gustn34264/53907
📢보만세 광고안내
https://cafe.naver.com/gustn34264/16547
※※※ 신규 회원에게 불법으로 리크루팅 쪽지/메일을 보내는 분들이
있습니다. 불법광고로 입사한 회원들이 100% 피해를 보고 있습니다.
내용 캡쳐해서 제게 문자 주시면 조치하고 커피쿠폰 드리겠습니다.
운영자 조이파파 010-5582-7573※※※",[],2025-06-04 22:33
보라돌이랑,"1. 먼저 이 글의 제목을 변경 해 주세요 : 지역+회사명+보험설계사+닉네임
(예시) 수원 ㅇㅇ보험회사/ ㅇㅇGA 보험설계사 뽀빠이 가입인사 합니다.
2. 카페 활동 닉네임 (영어이신 분은 한글로 바꾸어주세요) : 보라돌이랑
3. 소속 보험회사 : DB손해보험
4. 보험경력 : 1차월 신입입니다!
5. 보만세에서 얻고 싶은 것 : 보험 영업에 관한 노하우 등
6. 자기소개(경력, 영업방법 등) : 안녕하세요 5월에 시험을 합격하고 이제 1차월이 된 보라돌이랑 이라고 합니다!! 아는 것보단 모르는게 더 많습니다! 하루 하루 교육을 받으며 새로운 걸 알수록 재밌습니다. 보험이란게 이런거구나 생각이 들며 예전에 부정적으로 보던 제가 너무 무식했던 거 같아요..
7. 가입경로 [ 예) 검색(검색어 입력-보험설계사 등등), 소개, 기타 ] : 보험설계사 검색했습니다!
●필독 - 회원등업
https://cafe.naver.com/gustn34264/16449
가입인사글1개+댓글20개 정회원 자동등업
★등업혜택 : 필수자료 150개★
https://cafe.naver.com/gustn34264/56557
● 카톡 채널을 ""추가""하시면
유용한 정보와 안내를 받아 보실 수 있습니다.
(카톡에서 '보만세'검색 또는
채널링크 접속 : http://pf.kakao.com/_rtxjyb )
● 위 질문 미 입력시 다시 신입회원으로 강등.
★이 달의 보험강의 모음★
https://cafe.naver.com/gustn34264/53907
📢보만세 광고안내
https://cafe.naver.com/gustn34264/16547
※※※ 신규 회원에게 불법으로 리크루팅 쪽지/메일을 보내는 분들이
있습니다. 불법광고로 입사한 회원들이 100% 피해를 보고 있습니다.
내용 캡쳐해서 제게 문자 주시면 조치하고 커피쿠폰 드리겠습니다.
운영자 조이파파 010-5582-7573※※※",[],2025-06-04 20:32
어려운설계사,"※제목앞에 말머리를 꼭 달아주세요 (질문 / 고민 / 일상/ 영업일기)
생보에서 손보로 이직하려는 1년미만 새내기입니다.
현재 손보사 시험 준비중인데
손보사로 이직후..
나중에 생보로 이직시 다시 시험봐야하나요??",[],2025-06-04 18:10
냐냐1234,"지인 추천으로 인바운드쪽으로 지원했는데,
보험은 처음이라 홈쇼핑 신청 DB 인바운드가 저에게 맞는지 모르겠어요ㅠ
그전에 통신사 영업(인바운드로 신청한 고객 OB) 과 일반 콜센터 인바운드 상담 경험은 있어서 지원해서 현재 생보 시험을 앞두고 있는 상황입니다.
영업은 잘 맞는것 같아 보험TM을 선택하게 됐으나 보험 TM에서 말하는 인바운드와 아웃바운드 차이를 아직은 잘 모르겠어서 업무전 저한테 맞을지가 고민이 됩니다.
아웃 부서도 있어서 아웃이 더 맞을것 같으면 업무배치전 문의후 변경요청을 드리려고 하구요.
두 업무의 차이가 뭔가요? 설명을 들었을땐 별차이가 없어보이는데 아웃바운드가 페이가 더 쌔지만 어렵다고 하여 고민이 됩니다.
고수님들 도와주세요ㅠㅠ",[],2025-06-04 17:06
보만세스텝,첨부파일 모아보기 10,[],2025-06-04 14:19
보만세스텝,첨부파일 모아보기 10,[],2025-06-04 14:01
코메트,"1. 먼저 이 글의 제목을 변경 해 주세요 : 지역+회사명+보험설계사+닉네임
(예시) 수원 ㅇㅇ보험회사/ ㅇㅇGA 보험설계사 뽀빠이 가입인사 합니다.
2. 카페 활동 닉네임 (영어이신 분은 한글로 바꾸어주세요) : 네
3. 소속 보험회사 : 카라멜
4. 보험경력 : 없음
5. 보만세에서 얻고 싶은 것 : 지식
6. 자기소개(경력, 영업방법 등) : 보험초보입니다. 이번시험 합격하고 오래오래 뵈었으면 좋겠습니다.
[출처] 김해/시험준비/쑤우기 가입인사 드립니다 (보험설계사만만세-보험설계사, 보험영업, 보만세, 보험강의) | 작성자 쑤우기
7. 가입경로 [ 예) 검색(검색어 입력-보험설계사 등등), 소개, 기타 ] : 기타
●필독 - 회원등업
https://cafe.naver.com/gustn34264/16449
가입인사글1개+댓글20개 정회원 자동등업
★등업혜택 : 필수자료 150개★
https://cafe.naver.com/gustn34264/56557
● 카톡 채널을 ""추가""하시면
유용한 정보와 안내를 받아 보실 수 있습니다.
(카톡에서 '보만세'검색 또는
채널링크 접속 : http://pf.kakao.com/_rtxjyb )
● 위 질문 미 입력시 다시 신입회원으로 강등.
★이 달의 보험강의 모음★
https://cafe.naver.com/gustn34264/53907
📢보만세 광고안내
https://cafe.naver.com/gustn34264/16547
※※※ 신규 회원에게 불법으로 리크루팅 쪽지/메일을 보내는 분들이
있습니다. 불법광고로 입사한 회원들이 100% 피해를 보고 있습니다.
내용 캡쳐해서 제게 문자 주시면 조치하고 커피쿠폰 드리겠습니다.
운영자 조이파파 010-5582-7573※※※",[],2025-06-03 19:02
뚜뚜우,"1. 먼저 이 글의 제목을 변경 해 주세요 : 지역+회사명+보험설계사+닉네임
(예시) 수원 ㅇㅇ보험회사/ ㅇㅇGA 보험설계사 뽀빠이 가입인사 합니다.
2. 카페 활동 닉네임 (영어이신 분은 한글로 바꾸어주세요) : 뚜뚜우
3. 소속 보험회사 : KB
4. 보험경력 : X
5. 보만세에서 얻고 싶은 것 : 보험 지식
6. 자기소개(경력, 영업방법 등) : 시험 준비 중입니다 !
7. 가입경로 [ 예) 검색(검색어 입력-보험설계사 등등), 소개, 기타 ] : 네이버 검색
●필독 - 회원등업
https://cafe.naver.com/gustn34264/16449
가입인사글1개+댓글20개 정회원 자동등업
★등업혜택 : 필수자료 150개★
https://cafe.naver.com/gustn34264/56557
● 카톡 채널을 ""추가""하시면
유용한 정보와 안내를 받아 보실 수 있습니다.
(카톡에서 '보만세'검색 또는
채널링크 접속 : http://pf.kakao.com/_rtxjyb )
● 위 질문 미 입력시 다시 신입회원으로 강등.
★이 달의 보험강의 모음★
https://cafe.naver.com/gustn34264/53907
📢보만세 광고안내
https://cafe.naver.com/gustn34264/16547
※※※ 신규 회원에게 불법으로 리크루팅 쪽지/메일을 보내는 분들이
있습니다. 불법광고로 입사한 회원들이 100% 피해를 보고 있습니다.
내용 캡쳐해서 제게 문자 주시면 조치하고 커피쿠폰 드리겠습니다.
운영자 조이파파 010-5582-7573※※※",[],2025-06-03 15:40
홍시땡,"1. 먼저 이 글의 제목을 변경 해 주세요 : 지역+회사명+보험설계사+닉네임
(예시) 수원 ㅇㅇ보험회사/ ㅇㅇGA 보험설계사 뽀빠이 가입인사 합니다.
2. 카페 활동 닉네임 (영어이신 분은 한글로 바꾸어주세요) : 홍시땡
3. 소속 보험회사 : 없음
4. 보험경력 : 없음
5. 보만세에서 얻고 싶은 것 : 시험관련자료
6. 자기소개(경력, 영업방법 등) : 설계사 준비를 해보려고 시험준비중입니다
7. 가입경로 [ 예) 검색(검색어 입력-보험설계사 등등), 소개, 기타 ] : 시험준비중 찾게되었어요
●필독 - 회원등업
https://cafe.naver.com/gustn34264/16449
가입인사글1개+댓글20개 정회원 자동등업
★등업혜택 : 필수자료 150개★
https://cafe.naver.com/gustn34264/56557
● 카톡 채널을 ""추가""하시면
유용한 정보와 안내를 받아 보실 수 있습니다.
(카톡에서 '보만세'검색 또는
채널링크 접속 : http://pf.kakao.com/_rtxjyb )
● 위 질문 미 입력시 다시 신입회원으로 강등.
★이 달의 보험강의 모음★
https://cafe.naver.com/gustn34264/53907
📢보만세 광고안내
https://cafe.naver.com/gustn34264/16547
※※※ 신규 회원에게 불법으로 리크루팅 쪽지/메일을 보내는 분들이
있습니다. 불법광고로 입사한 회원들이 100% 피해를 보고 있습니다.
내용 캡쳐해서 제게 문자 주시면 조치하고 커피쿠폰 드리겠습니다.
운영자 조이파파 010-5582-7573※※※",[],2025-06-03 12:59
쭈루쭈루냥,"안녕파세요. 손보에서 1년 근무하다
생보의 필요성을 느끼게 되면서
생보시험 준비하고 합격 하였습니다
이제 변액을 슬슬 준비해보려규요
모두 이번달도 실적대박나세요 ❤️",[],2025-06-03 11:58
바람,"3. 소속 보험회사 : 없음
4. 보험경력 : 없음
5. 보만세에서 얻고 싶은 것 : 준비중에 있는 준비생으로 시험 정보 및 여러 노하우를 얻고싶습니다.
6. 자기소개(경력, 영업방법 등) :
7. 가입경로 [ 예) 검색(검색어 입력-보험설계사 등등), 소개, 기타 ] : 검색(보험시험)
●필독 - 회원등업
https://cafe.naver.com/gustn34264/16449
가입인사글1개+댓글20개 정회원 자동등업
★등업혜택 : 필수자료 150개★
https://cafe.naver.com/gustn34264/56557
● 카톡 채널을 ""추가""하시면
유용한 정보와 안내를 받아 보실 수 있습니다.
(카톡에서 '보만세'검색 또는
채널링크 접속 : http://pf.kakao.com/_rtxjyb )
● 위 질문 미 입력시 다시 신입회원으로 강등.
★이 달의 보험강의 모음★
https://cafe.naver.com/gustn34264/53907
📢보만세 광고안내
https://cafe.naver.com/gustn34264/16547
※※※ 신규 회원에게 불법으로 리크루팅 쪽지/메일을 보내는 분들이
있습니다. 불법광고로 입사한 회원들이 100% 피해를 보고 있습니다.
내용 캡쳐해서 제게 문자 주시면 조치하고 커피쿠폰 드리겠습니다.
운영자 조이파파 010-5582-7573※※※",[],2025-06-03 08:36
셀리아초희,"※제목앞에 말머리를 꼭 달아주세요 (질문 / 고민 / 일상/ 영업일기)
안녕하세요.
이번에 손보와 제3보험 합격했습니다
생보시험 앞두고 있는데요
합격후 코드는 어떻게 받는건가요?
합격후 코드받고 사정상 11월쯤 시작해야하는데
코드만받고 한동안 일을안해도 코드유지는
되는건가요?
답변부탁드립니다.",[],2025-06-02 01:04
알토스 전유나,"안녕하세요? 알토스 전유나입니다.
QnA 시작하겠습니다. 실제 초보 설계사님의 고민입니다. 고수분들의 댓글 부탁드립니다.^^
Q ) 설계사 등록 된지 한달도 안 된 초보 설계사입니다.
보장분석 화법 상품 미숙지 상태에서 지인들에게 알리고만 있는 상태입니다.
미숙지이니 지인에게 자신감 없는 태도가 보입니다.
새벽부터 공부하기는 하지만 단번에 흡수하기엔 매우 시간이 부족합니다.
10콜3방은 커녕 3콜1방 정도하고 그나마 보험얘기도 못하고 겨우 알리는 정도 입니다.
환산 30맞추는 것조차 두려운데
이 시점에서 제가 무엇을 어떻게 해야할까요??바쁘시겠지만 알려주신다면 정말 감사하겠습니다
A)
질문에서 많은 고민이 느껴 지네요...
시험만 합격하면 고민이 끝난 줄 알았는데... 코드가 나오니 이제 부터 진정한 고민 시작이시죠?
대부분의 사람들은 코드 등록 후에 막막함을 느끼고, 심지어 고민만 하다가 포기하는 사람도 많습니다.
제가 신입때 했던 방법을 공유해 보겠습니다.
1. TA
- 10콜 3방은 목표치 일뿐입니다. 안된다고 자존감을 잃으실 필요가 없다는 말씀!! ㅎㅎㅎ
콜을 시작할때 마음은 "" 아님 말고, 싫음 말고 "" 이런 마음을 가지세요. 나는 왜 안되지? 라고 생각하는 순간
전화기 버튼 누르는게 어려워 집니다. 경험치가 쌓이면 자연스럽게 미팅 성공 확률도 올라가실 겁니다.
웃는 얼굴로 콜을 하세요. 전화기 넘어로 우리의 기분이 모두 전달됩니다.
어떤 디비인지 모르겠지만, 어떤 것이든 TA의 목적은 계약이 아니라 만남이 목적입니다.
기-승-전- 미팅 으로 가야 합니다. 미팅 약속을 잡을땐
"" 시간 가능하세요?""가 아닌 "" 월요일과 화요일 중 언제가 괜찮으세요? "" "" 또는 "" 오전과 오후 중 언제가 괜찮으세요?""
라고 하시는게 좋아요. 나를 만나도 아무일도 일어나지 않는다. 잠깐이면 된다 이런식으로 고객이 미팅에 최대한 부담을 가지지 않도록 하는 것이 중요합니다. 10분이면 됩니다 뭐 이런 식으로 사소한 일처럼 얘기하세요
2. 보장 분석
- 보장분석 공부를 어떻게 하고 계신지 모르겠지만, 보장분석은 하루이틀 공부하신다고 되는게 아닙니다. 보장분석을 하시려면 상품의 보장 내용 / 보험사별 담보별 보장 범위 등을 아셔야 하는데 상품이 수백가지가 넘는데 단기간에 알기는 어렵죠. 과거 보장과 현재 보장의 차이점을 아셔야 합니다.
일단은, 지인이 됐든 고객이 됐든 케이스 ( 증권 )를 많이 모으세요.
보장 분석을 선배들처럼 그 자리에서 바로 해주시려는 건 아니시죠?
보장 분석을 왜 해야 하는지 정도만 설명하시고, 증권이나 개인정보를 받으셔서 보장분석을 해보세요.
"" 내가 한번 봐줄게. 내가 꼼꼼하게 분석해서 ㅇㅇ일에 설명해 줄게 ""
이렇게 시간을 버시는 거에요. 그리고 나서, 보험 분석을 해야 하니까 선배님이나 지점장님 내 유치자 등등 경력자들을
활용하세요. 친분이 없어도 괜찮습니다. 조직마다 능력자들이 한분씩은 있을겁니다. 그분들에게 도움을 요청하세요.
되도록이면 여러 의견을 취합해 보세요. 집에 와서는 해당 상품의 약관을 확인해 보세요. 선배들의 말이 맞는지 ...
보장분석표 같은 눈으로 보여 줄 수 있는 자료가 있으면 더 좋습니다.
이렇게 몇번만 해보시면, 감이 잡히실 거에요. 없는거 같아도 보장 분석에도 일정한 툴이 존재 합니다.
3. 지인영업
지인에게 보험을 시작했음을 알리세요.
"" 교육 중인데, 네 도움이 필요하다. 보험 증권을 보여줄 수 있느냐. 보장 분석 공부하는데 필요하다 ""
""계약은 내가 공부 좀 하고 너한테 진짜 필요한 보험이 있으면 알려 줄게.""
"" 일단, 네 보험 조회부터 해볼게. 이미 있는데 가입할 필요는 없잖아? 내가 분석해 보고, 필요한 보험 알려줄게 ""
이런식으로 지인들에게 여유를 좀 보이셔야 합니다.
어제 먼 지역에서 설계사 하고 있는 후배 근황을 고객에게 들었는데요... 그 설계사하고 평소에 친한 동생이에요.
그런데, 이 고객 보험이 갑자기 100만원 이상 증가 했길래 "" 무슨일 있었냐 했더니, 그 동생이 힘들다고 보험료를
자기가 대납하겠다고 하나만 가입해 달라고 "" 했답니다. 그래서, 제가 "" 걔는 설계사 그만 해야 겠다 ""라고 했습니다.
아무리 힘들어도 지인들에게 힘든 티를 내지 마세요. 보험을 구걸하지도 마시구요.
지인은 내가 힘들어서가 아니라 지인을 위해 내가 보장분석을 해 주는 겁니다.
고객들에게 설계사로서의 자부심과 자존감을 지키시면 좋겠어요.
4. 실적 압박 대처법
실적에 쫓겨서 가족, 지인 보험을 마구마구 가입하지 마세요. 필요한 보험은 가입하셔야 하지만, 필요하지도 않은
보험을 실적 맞추려고 가입하고, 환수기간 지나면 해지하고.... 그렇게 하지 마세요.
앞으로는 남지만 뒤로는 밑지는 장사입니다. 내 보험, 가족, 지인 보험은 최후의 보루입니다.
회사와 관리자의 압박 때문에 가입하시면 분명히 후회 하실 겁니다.
일단, 아직 4월이 많이 남았으니, 끝까지 열심히 해보세요. 언제 어느 구름에서 비가 올지 모릅니다. ^^",[],2025-06-01 17:07
미니띠띠빵,"※제목앞에 말머리를 꼭 달아주세요 (질문 / 고민 / 일상/ 영업일기)
안녕하세요.
생보,손보 다 합격 후 코드번호까지 다 나왔습니다.
근데 제가 진짜 초보인데~
뭘알아야 판매를 할텐데~
내일출근하면 바로 영업해야하는건가요?
진짜 몰라서 ㅜㅜ 걱정이네요~~ ㅜㅜ
다른직종영업은 해보았는데 교육쪽이라 바로 영업했는데,
보험상품도 모르는데 어찌해야하는건지 막막해요...",[],2025-06-01 14:16
소소,"※제목앞에 말머리를 꼭 달아주세요 (질문 / 고민 / 일상/ 영업일기)
4차월쯤되면 지인 찬스도 끝나고 개척들 하시는거 같은데요~자신없어서요ㅠㅠ
혹시 개척안하고도 계속 잘하고 계신분들은 안계신가요?^^",[],2025-06-01 13:04
달띠80,"얼마되진 않았지만, 손보 설계사를 하다보니 생명보험도 관심이 생기네요. 다만, 생명보험사에 문의해보면 교차판매가 안되고, 해촉을 하고 오라는데,,,
손보 위촉상태에서 생보 위촉은 아예 안되는 것인가요? ㅠㅠ",[],2025-05-31 23:21
쑤우기,"1. 먼저 이 글의 제목을 변경 해 주세요 : 지역+회사명+보험설계사+닉네임
(예시) 수원 ㅇㅇ보험회사/ ㅇㅇGA 보험설계사 뽀빠이 가입인사 합니다.
2. 카페 활동 닉네임 (영어이신 분은 한글로 바꾸어주세요) :
3. 소속 보험회사 : 시험준비중
4. 보험경력 : 2개월 미만
5. 보만세에서 얻고 싶은 것 : 공부,정보
6. 자기소개(경력, 영업방법 등) : 보험초보입니다
평생직장 꿈꾸며 시험준비중입니다
좋은기운 많이얻어서 이번시험 합격하고
오래오래 뵈었으면 좋겠습니다^^
7. 가입경로 [ 예) 검색(검색어 입력-보험설계사 등등), 소개, 기타 ] : 검색
●필독 - 회원등업
https://cafe.naver.com/gustn34264/16449
가입인사글1개+댓글20개 정회원 자동등업
★등업혜택 : 필수자료 150개★
https://cafe.naver.com/gustn34264/56557
● 카톡 채널을 ""추가""하시면
유용한 정보와 안내를 받아 보실 수 있습니다.
(카톡에서 '보만세'검색 또는
채널링크 접속 : http://pf.kakao.com/_rtxjyb )
● 위 질문 미 입력시 다시 신입회원으로 강등.
★이 달의 보험강의 모음★
https://cafe.naver.com/gustn34264/53907
📢보만세 광고안내
https://cafe.naver.com/gustn34264/16547
※※※ 신규 회원에게 불법으로 리크루팅 쪽지/메일을 보내는 분들이
있습니다. 불법광고로 입사한 회원들이 100% 피해를 보고 있습니다.
내용 캡쳐해서 제게 문자 주시면 조치하고 커피쿠폰 드리겠습니다.
운영자 조이파파 010-5582-7573※※※",[],2025-05-31 21:43
용이맘,"※제목앞에 말머리를 꼭 달아주세요 (질문 / 고민 / 일상/ 영업일기)
안녕하세요^^
보험 손보+제3 보험 설계사 코드가 있어요
(n잡러로 m사에 위촉 등록 / 자기계약 1건 유지중)
그런데 최근 사무직 총무 신입 업무를 배울 수
있는 좋은 기회 (GA회사/10명 설계사/1명 총무)
생겼습니다.
1. 면접 시 총무 업무 겸 설계를 함께 하여도
된다고 하셨는데 추후 문제가 되는 부분이 있나요?
2. 총무업무는 사무직인데 위촉직(4대보험미가입)
으로 계약이 되는게 맞나요?
3. 위의 2번이 맞다면 계약서에 반드시 기재 되어야 하는 필수 조항 내용을 부탁드려요
4. 입사 후 총무 근무 중 생보 설계사 시험에 합격 하면 정착지원금 및 합격축하금 등 총무 월급과 함께 받을 수 있나요?
5. 고용보험, 산재보험 가입은 회사에서 해주나요?
5. 추후 총무 퇴사 시 발생 가능한 문제 되는 부분은
무엇이 있을까요?(사전에 반드시 계약서로 남계야 하는부분)
소중한 답변 미리 감사합니다 ^^ 좋은 하루 되세요 !",[],2025-05-31 20:52
