User,Content,Comments
파파오,"※제목앞에 말머리를 꼭 달아주세요 (질문 / 고민 / 일상/ 영업일기)
원수사 TC지점 근무 중입니다
보험은 아예 모르고 입사 헀고
다들 그러하시듯 DB를 주기 때문에 계약건이 잘 나오고
월급 300이상 벌 수 있고
근무시간은 일반 직장인보다 적고 투잡도 가능하다
하는 말에 알면서도 속듯 입사했습니다
알다시피 제가 생각한 DB는 그 DB는 아니었고..
잘 할 수 있을 거라 생각했는데
매일매일이 의문과 의심으로 가득차 답답하기만 합니다
수많은 저차월 설계사들을 거쳐간, 담당자라면 신물이 난
담당 설계사가 있다는
전화조차 받지 않는
고객동의라는 단어에 불같이 화를 내는
위와 같은 고객들을 계속 마주하다 보니
저차월 때의 패기는 없고 이제 전화하기가 두려워요
물론 이런 것을 다 이겨내고
그럼에도 나는 고객의 담당자이고
고객의 보험을 봐드리고 관리해드려야 할 의무가 있는
보험 전문가야!
하는 정신무장으로 멘탈을 바로잡고 일을 한다면 너무나 좋겠지만
제 성격과 성향이 그러질 못하는가 봅니다.
이게 내 문제인지 내가 하지 않아서인지
나에게 맞지 않는 방식인건지
권태가 온건지 뭔지.. 이제 알 수가 없어요
아마 다 맞는 말일 거예요
온라인영업으로 개척도 겸하며 정말 잘 해봐야지 하는 맘으로 왔는데
알고보니 원수사는 온라인쪽을 하시는 분이 거의 없으시더라고요.
알려주실 만한 분도 없고 방법을 여쭤보기도 민망한 것이..
이 회사 이 조직은 그런 방식을 쓰는 곳이 아니니
당연히 제가 맞춰야 하는 거잖아요.
실적도 못하면서 쓸데없는 것에 시간 쏟는 사람 같이 제자신이 느껴져서
그냥 너무 한심하고 답답하고 막막하더라고요.
좀 더 신중히 알아보고 입사할걸 후회도 되고
관심없고 싫다는 사람 열번 스무번 전화하며 매달려서
어떻게든 좀좀따리로라도 계약을 따내
마감을 해야하는게 정말 맞나? 싶고요.
다들 이렇게 한다, 그래야 고객이 마음의 문을 연다 하는데
전 도저히 공감이 가지 않아
제가 굉장히 부정적인 사람이 되는 것 같아 속상합니다
고객한테 전화를 할 때도 만날 때도 다
계약건, 수정 환산피로 보이고
결국 계약거리가 없으면
가족계약까지 또 기웃거리는 제 모습이 한심해요
제가 절대 하지 않겠다는 짓을 하고 있더라고요
물론 정말 고객을 돕고자 하기 위한 진실된 마음과 동시에
내 성장이나 성취를 위한 것에도 욕심을 가져야 한다는 것이
중요하다는 걸 잘 알고 있지만
전 아무리 생각해도 순서가 이게 아닌 것 같아요.
그렇게 재미있고 신세계처럼 느껴지던 보험 공부, 보험일이
이제 재미가 없고..
뭐 하나 제대로 아는 건 없고 이것저것 간보고 기웃거리기만 해서
좋아하는 상품 자신있는 상품도 없고
제가 성장하기 위한 저만의 체계가 엉망진창이 된 기분입니다
선배님들은 다들 이런 과정을 겪으셨겠죠?
DB를 대하는 태도와 마음을 어떻게 가져야 할지
효율적이고 효과적으로 DB계약을 이뤄내는 방법이 무엇인지
얼마나 더 고민하고 공부해야 하는 걸까요?
야밤에 잠이 오지 않아 주절주절 떠들어봅니다 ㅜ..",[]
유니맘마,"1. 먼저 이 글의 제목을 변경 해 주세요 : 지역+회사명+보험설계사+닉네임
(예시) 수원 ㅇㅇ보험회사/ ㅇㅇGA 보험설계사 뽀빠이 가입인사 합니다.
2. 카페 활동 닉네임 (영어이신 분은 한글로 바꾸어주세요) :
3. 소속 보험회사 : 인카
4. 보험경력 : 완천 초보
5. 보만세에서 얻고 싶은 것 : 시험공부자료
6. 자기소개(경력, 영업방법 등) : 보험에 ㅂ 도 모르는 초보입니다 감사합니다.
7. 가입경로 [ 예) 검색(검색어 입력-보험설계사 등등), 소개, 기타 ] :
●필독 - 회원등업
https://cafe.naver.com/gustn34264/16449
가입인사글1개+댓글20개 정회원 자동등업
★등업혜택 : 필수자료 150개★
https://cafe.naver.com/gustn34264/56557
● 카톡 채널을 ""추가""하시면
유용한 정보와 안내를 받아 보실 수 있습니다.
(카톡에서 '보만세'검색 또는
채널링크 접속 : http://pf.kakao.com/_rtxjyb )
● 위 질문 미 입력시 다시 신입회원으로 강등.
★이 달의 보험강의 모음★
https://cafe.naver.com/gustn34264/53907
📢보만세 광고안내
https://cafe.naver.com/gustn34264/16547
※※※ 신규 회원에게 불법으로 리크루팅 쪽지/메일을 보내는 분들이
있습니다. 불법광고로 입사한 회원들이 100% 피해를 보고 있습니다.
내용 캡쳐해서 제게 문자 주시면 조치하고 커피쿠폰 드리겠습니다.
운영자 조이파파 010-5582-7573※※※",[]
연남매네,"보험의 ㅂ자도 모르다가..
22년 12월에 D사의 보험스쿨을 통해 보험업에 입문하게 되었죠 ㅎㅎㅎ
원수사에 있다가 좋은 기회에 대리점으로 옮겼고,
저는 현재 설계매니져로 일하고 있어요~
그때 같이 입사했던 동기들이 4명 있는데
저만 매니저로 빠지고 나머지는 모두 그대로 남아있답니다.. ㅎㅎ
다 집안일만 하다가 사회에서 만나서, 시험도 같이 보고 힘든시기 같이 보내서인지
함께 여행도 다니고 술도 마시고 ㅋㅋㅋ 엄청 끈끈하게 잘 지내고 있어요.
동기중 하나가 지난달부터 잘 안된다고 찡찡했었는데
오늘 간만에 만나서 술한잔 하려고요..
힘들고 못 버티겠다 싶다가도 한잔하면서 풀고 하면
또 버텨지고 하네요 ^^
다들 5월 많이 힘들다고 하시던데...
힘내시고.. 이달도 화이팅입니다 ^^",[]
팬더곰,"1. 먼저 이 글의 제목을 변경 해 주세요 : 지역+회사명+보험설계사+닉네임
(예시) 수원 ㅇㅇ보험회사/ ㅇㅇGA 보험설계사 뽀빠이 가입인사 합니다.
2. 카페 활동 닉네임 (영어이신 분은 한글로 바꾸어주세요) : 팬더곰
3. 소속 보험회사 : 시험 준비중입니다.
4. 보험경력 : -
5. 보만세에서 얻고 싶은 것 : 많은 정보를 얻고 싶습니다.
6. 자기소개(경력, 영업방법 등) : 열심히 시험 합격을 위한 준비를 해보겠습니다.
7. 가입경로 [ 예) 검색(검색어 입력-보험설계사 등등), 소개, 기타 ] : 검색 (검색어: 손해보험자격시험2025년문제)
●필독 - 회원등업
https://cafe.naver.com/gustn34264/16449
가입인사글1개+댓글20개 정회원 자동등업
★등업혜택 : 필수자료 150개★
https://cafe.naver.com/gustn34264/56557
● 카톡 채널을 ""추가""하시면
유용한 정보와 안내를 받아 보실 수 있습니다.
(카톡에서 '보만세'검색 또는
채널링크 접속 : http://pf.kakao.com/_rtxjyb )
● 위 질문 미 입력시 다시 신입회원으로 강등.
★이 달의 보험강의 모음★
https://cafe.naver.com/gustn34264/53907
📢보만세 광고안내
https://cafe.naver.com/gustn34264/16547
※※※ 신규 회원에게 불법으로 리크루팅 쪽지/메일을 보내는 분들이
있습니다. 불법광고로 입사한 회원들이 100% 피해를 보고 있습니다.
내용 캡쳐해서 제게 문자 주시면 조치하고 커피쿠폰 드리겠습니다.
운영자 조이파파 010-5582-7573※※※",[]
유탱무,"1. 먼저 이 글의 제목을 변경 해 주세요 : 지역+회사명+보험설계사+닉네임
(예시) 수원 ㅇㅇ보험회사/ ㅇㅇGA 보험설계사 뽀빠이 가입인사 합니다.
2. 카페 활동 닉네임 (영어이신 분은 한글로 바꾸어주세요) : 유땡무
3. 소속 보험회사 : 구직중
4. 보험경력 : 없음
5. 보만세에서 얻고 싶은 것 : 보험에 대한 자료
6. 자기소개(경력, 영업방법 등) :
안녕하세요. 보험설계사에 도전하고자 가입하게 되었습니다.
아직은 많이 부족한 초보지만, 이곳에서 하나씩 배워가며 성장하고 싶습니다.
앞으로 잘 부탁드립니다!
7. 가입경로 [ 예) 검색(검색어 입력-보험설계사 등등), 소개, 기타 ] : 네이버(보험설계사 시험준비)
●필독 - 회원등업
https://cafe.naver.com/gustn34264/16449
가입인사글1개+댓글20개 정회원 자동등업
★등업혜택 : 필수자료 150개★
https://cafe.naver.com/gustn34264/56557
● 카톡 채널을 ""추가""하시면
유용한 정보와 안내를 받아 보실 수 있습니다.
(카톡에서 '보만세'검색 또는
채널링크 접속 : http://pf.kakao.com/_rtxjyb )
● 위 질문 미 입력시 다시 신입회원으로 강등.
★이 달의 보험강의 모음★
https://cafe.naver.com/gustn34264/53907
📢보만세 광고안내
https://cafe.naver.com/gustn34264/16547
※※※ 신규 회원에게 불법으로 리크루팅 쪽지/메일을 보내는 분들이
있습니다. 불법광고로 입사한 회원들이 100% 피해를 보고 있습니다.
내용 캡쳐해서 제게 문자 주시면 조치하고 커피쿠폰 드리겠습니다.
운영자 조이파파 010-5582-7573※※※",[]
도우,"1. 먼저 이 글의 제목을 변경 해 주세요 : 지역+회사명+보험설계사+닉네임
(예시) 수원 ㅇㅇ보험회사/ ㅇㅇGA 보험설계사 뽀빠이 가입인사 합니다.
2. 카페 활동 닉네임 (영어이신 분은 한글로 바꾸어주세요) :
3. 소속 보험회사 : 에이플러스
4. 보험경력 : 신입
5. 보만세에서 얻고 싶은 것 : 정보
6. 자기소개(경력, 영업방법 등) : 이제 막 시험합격한 초보에요
7. 가입경로 [ 예) 검색(검색어 입력-보험설계사 등등), 소개, 기타 ] : 검색
●필독 - 회원등업
https://cafe.naver.com/gustn34264/16449
가입인사글1개+댓글20개 정회원 자동등업
★등업혜택 : 필수자료 150개★
https://cafe.naver.com/gustn34264/56557
● 카톡 채널을 ""추가""하시면
유용한 정보와 안내를 받아 보실 수 있습니다.
(카톡에서 '보만세'검색 또는
채널링크 접속 : http://pf.kakao.com/_rtxjyb )
● 위 질문 미 입력시 다시 신입회원으로 강등.
★이 달의 보험강의 모음★
https://cafe.naver.com/gustn34264/53907
📢보만세 광고안내
https://cafe.naver.com/gustn34264/16547
※※※ 신규 회원에게 불법으로 리크루팅 쪽지/메일을 보내는 분들이
있습니다. 불법광고로 입사한 회원들이 100% 피해를 보고 있습니다.
내용 캡쳐해서 제게 문자 주시면 조치하고 커피쿠폰 드리겠습니다.
운영자 조이파파 010-5582-7573※※※",[]
니키s,"손해보험자격증 있는데 추가로 생명보험시험 볼때요~
제3보험은 안보고 1번부터30번문제 까지만 풀고
제출하면 될까요?",[]
kangtaelee,"1. 먼저 이 글의 제목을 변경 해 주세요 : 지역+회사명+보험설계사+닉네임
(예시) 수원 ㅇㅇ보험회사/ ㅇㅇGA 보험설계사 뽀빠이 가입인사 합니다.
2. 카페 활동 닉네임 (영어이신 분은 한글로 바꾸어주세요) :
3. 소속 보험회사 : 메트라이프
4. 보험경력 : 3년
5. 보만세에서 얻고 싶은 것 : 다양한 정보
6. 자기소개(경력, 영업방법 등) : 많이 배우고싶어요
7. 가입경로 [ 예) 검색(검색어 입력-보험설계사 등등), 소개, 기타 ] : 검색 시험
●필독 - 회원등업
https://cafe.naver.com/gustn34264/16449
가입인사글1개+댓글20개 정회원 자동등업
★등업혜택 : 필수자료 150개★
https://cafe.naver.com/gustn34264/56557
● 카톡 채널을 ""추가""하시면
유용한 정보와 안내를 받아 보실 수 있습니다.
(카톡에서 '보만세'검색 또는
채널링크 접속 : http://pf.kakao.com/_rtxjyb )
● 위 질문 미 입력시 다시 신입회원으로 강등.
★이 달의 보험강의 모음★
https://cafe.naver.com/gustn34264/53907
📢보만세 광고안내
https://cafe.naver.com/gustn34264/16547
※※※ 신규 회원에게 불법으로 리크루팅 쪽지/메일을 보내는 분들이
있습니다. 불법광고로 입사한 회원들이 100% 피해를 보고 있습니다.
내용 캡쳐해서 제게 문자 주시면 조치하고 커피쿠폰 드리겠습니다.
운영자 조이파파 010-5582-7573※※※",[]
셋맘,"1. 먼저 이 글의 제목을 변경 해 주세요 : 지역+회사명+보험설계사+닉네임
(예시) 수원 ㅇㅇ보험회사/ ㅇㅇGA 보험설계사 뽀빠이 가입인사 합니다.
2. 카페 활동 닉네임 (영어이신 분은 한글로 바꾸어주세요) :
3. 소속 보험회사 : 프라임에셋
4. 보험경력 : 신입
5. 보만세에서 얻고 싶은 것 : 신입이다보니 많은 정보를 얻고자 합니다. 더불어 친목도 다지고 싶습니다😃
6. 자기소개(경력, 영업방법 등) : 완전 신입입니다ㅎㅎ 6월에 있을 시험을 치뤄야 합니다!
7. 가입경로 [ 예) 검색(검색어 입력-보험설계사 등등), 소개, 기타 ] : 보험설계사 검색으로 들어왔습니다.
●필독 - 회원등업
https://cafe.naver.com/gustn34264/16449
가입인사글1개+댓글20개 정회원 자동등업
★등업혜택 : 필수자료 150개★
https://cafe.naver.com/gustn34264/56557
● 카톡 채널을 ""추가""하시면
유용한 정보와 안내를 받아 보실 수 있습니다.
(카톡에서 '보만세'검색 또는
채널링크 접속 : http://pf.kakao.com/_rtxjyb )
● 위 질문 미 입력시 다시 신입회원으로 강등.
★이 달의 보험강의 모음★
https://cafe.naver.com/gustn34264/53907
📢보만세 광고안내
https://cafe.naver.com/gustn34264/16547
※※※ 신규 회원에게 불법으로 리크루팅 쪽지/메일을 보내는 분들이
있습니다. 불법광고로 입사한 회원들이 100% 피해를 보고 있습니다.
내용 캡쳐해서 제게 문자 주시면 조치하고 커피쿠폰 드리겠습니다.
운영자 조이파파 010-5582-7573※※※",[]
주도하,"1. 먼저 이 글의 제목을 변경 해 주세요 : 손해보험사 시험을 준비하고 있는 준비생입니다.
2. 카페 활동 닉네임 주도하
3. 소속 보험회사 : 아직 없어요
4. 보험경력 : 시험부터 천천히 합격하겠습니다
5. 보만세에서 얻고 싶은 것 : 여러 정보를 알고 싶습니다.
6. 자기소개(경력, 영업방법 등) : 꾸준히 노력하는 보험설계사가 되고 싶습니다.
7. 가입경로 [ 예) 검색(검색어 입력-보험설계사 등등), 소개, 기타 ] : 네이버 검색을 통해
●필독 - 회원등업
https://cafe.naver.com/gustn34264/16449
가입인사글1개+댓글20개 정회원 자동등업
★등업혜택 : 필수자료 150개★
https://cafe.naver.com/gustn34264/56557
● 카톡 채널을 ""추가""하시면
유용한 정보와 안내를 받아 보실 수 있습니다.
(카톡에서 '보만세'검색 또는
채널링크 접속 : http://pf.kakao.com/_rtxjyb )
● 위 질문 미 입력시 다시 신입회원으로 강등.
★이 달의 보험강의 모음★
https://cafe.naver.com/gustn34264/53907
📢보만세 광고안내
https://cafe.naver.com/gustn34264/16547
※※※ 신규 회원에게 불법으로 리크루팅 쪽지/메일을 보내는 분들이
있습니다. 불법광고로 입사한 회원들이 100% 피해를 보고 있습니다.
내용 캡쳐해서 제게 문자 주시면 조치하고 커피쿠폰 드리겠습니다.
운영자 조이파파 010-5582-7573※※※",[]
감천82,"1. 부산(아직미정) /GA보험설계사 / 가입인사합니다
2. 카페 활동 닉네임 : 까만콩82
3. 소속 보험회사 : 미정
4. 보험경력 : 1년6개월
5. 보만세에서 얻고 싶은 것 : 시험공부 자료
6. 자기소개(경력, 영업방법 등) : 다시 재취업을 하기 위해 시험공부를 하려고 합니다.
7. 가입경로 : 네이버검색
●필독 - 회원등업
https://cafe.naver.com/gustn34264/16449
가입인사글1개+댓글20개 정회원 자동등업
★등업혜택 : 필수자료 150개★
https://cafe.naver.com/gustn34264/56557
● 카톡 채널을 ""추가""하시면
유용한 정보와 안내를 받아 보실 수 있습니다.
(카톡에서 '보만세'검색 또는
채널링크 접속 : http://pf.kakao.com/_rtxjyb )
● 위 질문 미 입력시 다시 신입회원으로 강등.
★이 달의 보험강의 모음★
https://cafe.naver.com/gustn34264/53907
📢보만세 광고안내
https://cafe.naver.com/gustn34264/16547
※※※ 신규 회원에게 불법으로 리크루팅 쪽지/메일을 보내는 분들이
있습니다. 불법광고로 입사한 회원들이 100% 피해를 보고 있습니다.
내용 캡쳐해서 제게 문자 주시면 조치하고 커피쿠폰 드리겠습니다.
운영자 조이파파 010-5582-7573※※※",[]
포션폭팔,"1. 먼저 이 글의 제목을 변경 해 주세요 : 지역+회사명+보험설계사+닉네임
(예시) 수원 ㅇㅇ보험회사/ ㅇㅇGA 보험설계사 뽀빠이 가입인사 합니다.
2. 카페 활동 닉네임 (영어이신 분은 한글로 바꾸어주세요) : 네
3. 소속 보험회사 : 메타리치플래티텀
4. 보험경력 : 없음 이제 시작해요
5. 보만세에서 얻고 싶은 것 : 정보
6. 자기소개(경력, 영업방법 등) : 경력없습니다. 학생이구요 많이 배워서 도움 많이 주는 사람 되고싶습니다
7. 가입경로 [ 예) 검색(검색어 입력-보험설계사 등등), 소개, 기타 ] : 시험 손보 준비하다가 검색하다 타고 들어왔습니다.
●필독 - 회원등업
https://cafe.naver.com/gustn34264/16449
가입인사글1개+댓글20개 정회원 자동등업
★등업혜택 : 필수자료 150개★
https://cafe.naver.com/gustn34264/56557
● 카톡 채널을 ""추가""하시면
유용한 정보와 안내를 받아 보실 수 있습니다.
(카톡에서 '보만세'검색 또는
채널링크 접속 : http://pf.kakao.com/_rtxjyb )
● 위 질문 미 입력시 다시 신입회원으로 강등.
★이 달의 보험강의 모음★
https://cafe.naver.com/gustn34264/53907
📢보만세 광고안내
https://cafe.naver.com/gustn34264/16547
※※※ 신규 회원에게 불법으로 리크루팅 쪽지/메일을 보내는 분들이
있습니다. 불법광고로 입사한 회원들이 100% 피해를 보고 있습니다.
내용 캡쳐해서 제게 문자 주시면 조치하고 커피쿠폰 드리겠습니다.
운영자 조이파파 010-5582-7573※※※",[]
수수,"※제목앞에 말머리를 꼭 달아주세요 (질문 / 고민 / 일상/ 영업일기)
생명/손해/변액 3종자격은 이미 다 따둔 상태고,
추가적으로 자격증을 더 따고 싶어서 고민중인데요.
IFP 자격증 정보가 하도 없어서, 궁금해서 가입했습니다!
저는 개인적으로 공부하는걸 좋아하는 편이어서
월초엔 영업하고 개인목표치 채우면, 매달 자격증공부하는편인데
마침 IFP 자격이 1년1회인데 이번이더라고요ㅠㅠ
시험신청을 할까말까 고민중인데
정보가 전혀 없어서 혹시 이미 자격증 보유하고 계시거나 준비중이신 분들 계실까요?",[]
돈키86,"1. 먼저 이 글의 제목을 변경 해 주세요 : 지역+회사명+보험설계사+닉네임
아직 회사는 서울에서 시험 대비중인 돈키86입니다.
2. 카페 활동 닉네임 (영어이신 분은 한글로 바꾸어주세요) : 돈키86
3. 소속 보험회사 : 미정
4. 보험경력 : 없음
5. 보만세에서 얻고 싶은 것 : 시험대비
6. 자기소개(경력, 영업방법 등) : 시험대비중이라 내새울게 없네요.
7. 가입경로 [ 예) 검색(검색어 입력-보험설계사 등등), 소개, 기타 ] : 검색 (검색어-손해보험설계사 기출문제)
●필독 - 회원등업
https://cafe.naver.com/gustn34264/16449
가입인사글1개+댓글20개 정회원 자동등업
★등업혜택 : 필수자료 150개★
https://cafe.naver.com/gustn34264/56557
● 카톡 채널을 ""추가""하시면
유용한 정보와 안내를 받아 보실 수 있습니다.
(카톡에서 '보만세'검색 또는
채널링크 접속 : http://pf.kakao.com/_rtxjyb )
● 위 질문 미 입력시 다시 신입회원으로 강등.
★이 달의 보험강의 모음★
https://cafe.naver.com/gustn34264/53907
📢보만세 광고안내
https://cafe.naver.com/gustn34264/16547
※※※ 신규 회원에게 불법으로 리크루팅 쪽지/메일을 보내는 분들이
있습니다. 불법광고로 입사한 회원들이 100% 피해를 보고 있습니다.
내용 캡쳐해서 제게 문자 주시면 조치하고 커피쿠폰 드리겠습니다.
운영자 조이파파 010-5582-7573※※※",[]
쌍둥애비,"1. 먼저 이 글의 제목을 변경 해 주세요 : 지역+회사명+보험설계사+닉네임
(예시) 다산 더블유에셋 김재웅 가입인사 합니다.
2. 카페 활동 닉네임 (영어이신 분은 한글로 바꾸어주세요) : 쌍둥애비
3. 소속 보험회사 : 더블유에셋
4. 보험경력 : 신입
5. 보만세에서 얻고 싶은 것 : 시험정보 및 보험설계 정보 등 보험전반적인 내용
6. 자기소개(경력, 영업방법 등) : 쌩초자라 많은 도움이 필요합니다~
7. 가입경로 [ 예) 검색(검색어 입력-보험설계사 등등), 소개, 기타 ] : 검색
●필독 - 회원등업
https://cafe.naver.com/gustn34264/16449
가입인사글1개+댓글20개 정회원 자동등업
★등업혜택 : 필수자료 150개★
https://cafe.naver.com/gustn34264/56557
● 카톡 채널을 ""추가""하시면
유용한 정보와 안내를 받아 보실 수 있습니다.
(카톡에서 '보만세'검색 또는
채널링크 접속 : http://pf.kakao.com/_rtxjyb )
● 위 질문 미 입력시 다시 신입회원으로 강등.
★이 달의 보험강의 모음★
https://cafe.naver.com/gustn34264/53907
📢보만세 광고안내
https://cafe.naver.com/gustn34264/16547
※※※ 신규 회원에게 불법으로 리크루팅 쪽지/메일을 보내는 분들이
있습니다. 불법광고로 입사한 회원들이 100% 피해를 보고 있습니다.
내용 캡쳐해서 제게 문자 주시면 조치하고 커피쿠폰 드리겠습니다.
운영자 조이파파 010-5582-7573※※※",[]
드리오망,"※제목앞에 말머리를 꼭 달아주세요 (질문 / 고민 / 일상/ 영업일기)
보험업은 처음이구요.
아직 생보, 제3만 시험 합격했고 보험연수원 3과목 40시간 수료했어요.
짧게 음슴체로 쓸게요. 이해해주세요.
보험업을 하려는 이유
1. 본업이 따로있고, 옆 사무실이 지금 GA보험대리점임
2. 자주 왕래하면서 설계사 자격증 따놓으라고 함
(GA대리점 대표님이 사무실도 같고, 출근도 사무실이 옆이라
따로 안해도 되서 좋고, 가끔 교육때만 와서 듣으면 되니까 라고 하심.)
내가 생각한 장점으로는
""내 보험 내가 가입하고 수수료도 받고, 가족들 보험, 현 직장 사람들 보험 관리해 줄 겸 OK함.
3. 수수료 부분은 언급 안함. ( 못물어봄. 소심함ㅠㅠ)
└위촉후 정착하면 정착지원금이나 월 목표건수 이런거 있다고 주변 지인들한테 들은게 있는데
이런것도 이야기 안해주심.
4. 어제(15일) 생보, 제3보험 합격했으니 위촉계약서 작성하고,
보증보험 가입→이행보증(18만얼마)지급하라고 함.
여기서 궁금한 점은....
저는 보험료 얼마짜리에 수수료가 얼마인지도 모르는데.
수수료 체계를 물어보고 어떤점이 아니다 싶으면 하지말까요?
아니면 다른곳을 알아봐야하는지... 이왕 합격한거 해보고는 싶은데..
저 진짜 보험바보라 아무것도 몰라서 바보하나 살린다 생각하고 도와주세요ㅠㅠ",[]
하나냐사랑,"※제목앞에 말머리를 꼭 달아주세요 (질문 / 고민 / 일상/ 영업일기)
카페에 가입을 해서 정보를 얻어서 손보 합격을 하였습니다~~
손보시험 합격후 어떻게 해야 하나요?
보험회사는 하는일에 대해서는 완전초보라서~~~
정보 좀 부탁드릴께요~~^^",[]
신입병아리,"안전한 급여를 주는 콜센터만 10여년.
아이 셋낳고 잘 살았는데.
돈이 급했다. 뭐든 할수 있을것 같았다.
그때 누군가 보험일을 추천했다.
월 800씩 버는 친한 언니가 부럽기도 했고
잘 꾸미고 다니다 보니 멋있기도 했다.
아무것도 모르는 상태에서 입사한 한화손해보험.
시험 치고 수습 기간동안은 괜찮았다.
대면 영업이 처음이다 보니 어리버리 끝판왕이었다.
말도 못하고 버벅대고 있으니 동반가주신 팀장님이 다 설명해주고
난 옆에서 우와~ 하면서 감탄만 했더랬다.
한달이 지나니 이제 스스로 해야 한단다...
그렇게 혼자 고객을 만나러 간
혼자 해낸 나의 첫고객.. 영원히 못잊을것 같은 대선배님.
첫고객님은 버벅대다 결국 울음이 터져버린 나에게 자신의 손수건을 선물로 주겠다며
앞으로 무슨 일이든 눈물이 날것 같으면 이 손수건을 쓰고 닦고 털어버리라고 하셨다.
삼성생명에서 20년간 일하셨고 지금은 자영업을 하신다며 작지만 하나 해주고 싶다고
운전자 보험을 가입해주셨다.
그날 회사를 다시 들어가니 축하한다며 작은 미니 케잌을 주던 선배님.
그때까지만 해도 자신감이 생기고 더 열심히 해야겠다고 다짐했다.
근데 그 이후부터 문제였다.
아무리 고객을 만나도 나처럼 버벅대고 실수투성이에게 누가 계약하고 싶겠나.
실적도 없고, 울상만 짓고 있으니 팀장님도 나를 싫어하기 시작했다..
어쩌면 주눅들고 눈치보여 팀장님이 나를 싫어할거라고 생각했는지도 모른다..
6개월을 버티다 GA대리점 지인이 도와주겠다며 손을 내밀었다.
붙잡는 지점장님을 달래고 한화손해보험을 해촉하고 메타로 갔지만 ...
맨땅에 해딩. 지인도 별로 없고 인천에서 이사를 간거니 아는 사람이 있을리가 있나
그래도 잘하고 싶었다. 돈 많이 벌고 싶었다.
직접 전단지를 만들고 출력해서 무작정 돌아다녔다.
영업용 운전자 보험은 택시회사로, 화재보험은 온 가게를 들쑤시고 다녔다.
비싼 DB를 사도 계약은 나오지 않았다.
2시간을 운전해서 달려갔지만 약속 10분전에 파토내는 고객을 미워하지도 않았다.
감정낭비하고 싶지 않았다. 그렇게 긍정적으로 살자고 다잡고 또 다잡았다.
도와주겠다던 지인은 가족계약을 계속 넣으라고 강요했다.
거절한 친척들은 나를 멀리하기 시작했고 명절때 만나면 서로 불편한 가족이 되어버렸다.
그렇게 또 6개월을 버티다 그만뒀다.
돈은 필요한데 나의 역량이 설계사는 아니었던 모양이다.
다시는 보험쪽으로는 돌아보지 않겠다 다짐하고
DB손해보험 보상접수 콜센터에 들어갔다.
결국 보험이긴 했다.
1년을 넘게 잘 근무했는데 아이가 아팠다.
한참을 아이에게만 올인하다 보니 자연스레 여기도 퇴사하게 되었다.
이제 아이도 많이 좋아졌고 다시 일을 시작하려고 하니
내 나이가 마흔이 넘었다..
지인의 소개로 GA 총무로 들어갔는데 설계사나 마찬가지 였다.
설계사들은 총무에게 본인 고객들 관리부터 본인들 코드로 로그인해서 모든 업무를 해주길 바랬다.
고객들의 담보 문의는 또 내가 검색하고 내가 안내하는 짓을 하고 있더라.
근데 문득 보험 설계하고 약관 뒤지는게 재밌어 했던 지난날이 떠올랐다.
그래서 마지막 이다 생각하고 또 퇴사했다.
나는 이제 설계매니저를 시작하려고 한다.
돌아보니 나처럼 쉽게 포기하고 많이 이직하는 사람도 많지 않을것 같다.
그래서 끈기 없다고 부끄러워 하기도 했다.
한숨쉬며 스스로를 자책하니 남편이 말했다.
그 험난한 콜센터에서 10년을 일해놓고 무슨 끈기가 없냐,
너가 정착할 회사를 아직 찾지 못한거다.
그저 미안하다. 애 셋 키우면서 계속 돈걱정 하게 만드는 내가 미안하다..
뭐든 잘될거다.
일어나기까지가 힘들어서 그렇지 일어나면 걷고 걷다보면 뛰게 된다.
그말에 다시한번 용기를 냈다.
내가 갈 자리가 있을까 걱정했는데
나는 참 인복도 많다. 내가 무언가를 하려고 하면 주변사람들은 늘 발벗고 나서준다.
지점장님 소개에 면접 한번만에 바로 출근하기로 했다.
아직 출근할 날짜는 남아있지만 너무 설레인다.
이번엔 제대로 한번 버텨볼까 한다.
죽이 되든 밥이 되든 한우물만 파다보면 언젠가 물이 차겠지.
보만세에 가입하고 선배님들의 여러 글들을 읽으면서 참 느낀점이 많아요.
오래 일하셨던 분들 보니 존경스럽기도 하고. 대단하다는 말 밖에 안나오더라구요.
요즘은 오늘의 좋은글을 아침마다 새기면서 하루를 시작한답니다.
저 잘할수 있다고 믿기로 했어요!
다들 힘내시고 저 많이 응원해 주세요 ㅠ_ㅠ",[]
